date,location_identifier,transactions
24-04-2016,location_4,1327
24-04-2016,location_5,1274
24-04-2016,location_6,1641
24-04-2016,location_7,1722
24-04-2016,location_8,2725
24-04-2016,location_9,1965
24-04-2016,location_10,956
24-04-2016,location_11,2110
24-04-2016,location_12,1172
24-04-2016,location_13,823
24-04-2016,location_14,1427
24-04-2016,location_15,1229
24-04-2016,location_16,828
24-04-2016,location_17,1177
24-04-2016,location_18,1392
24-04-2016,location_19,1021
24-04-2016,location_23,1084
24-04-2016,location_25,693
24-04-2016,location_26,575
24-04-2016,location_27,1364
24-04-2016,location_28,988
24-04-2016,location_30,737
24-04-2016,location_31,1317
24-04-2016,location_32,634
24-04-2016,location_33,1025
24-04-2016,location_34,2487
24-04-2016,location_35,590
24-04-2016,location_36,965
24-04-2016,location_37,1562
24-04-2016,location_38,1490
24-04-2016,location_39,1351
24-04-2016,location_40,1292
24-04-2016,location_41,876
24-04-2016,location_43,1257
24-04-2016,location_44,3793
24-04-2016,location_45,3050
24-04-2016,location_46,2926
24-04-2016,location_47,3440
24-04-2016,location_48,2506
24-04-2016,location_49,2139
24-04-2016,location_50,2247
24-04-2016,location_51,1500
24-04-2016,location_54,725
25-04-2016,location_1,1860
25-04-2016,location_2,2019
25-04-2016,location_3,3038
25-04-2016,location_4,1449
25-04-2016,location_5,1277
25-04-2016,location_6,1716
25-04-2016,location_7,1995
25-04-2016,location_8,2930
25-04-2016,location_9,1760
25-04-2016,location_10,830
25-04-2016,location_11,2235
25-04-2016,location_12,1037
25-04-2016,location_13,869
25-04-2016,location_14,1292
25-04-2016,location_15,1224
25-04-2016,location_16,736
25-04-2016,location_17,1014
25-04-2016,location_18,1300
25-04-2016,location_19,1180
25-04-2016,location_23,1242
25-04-2016,location_25,957
25-04-2016,location_26,674
25-04-2016,location_27,1308
25-04-2016,location_28,888
25-04-2016,location_30,679
25-04-2016,location_31,1185
25-04-2016,location_32,564
25-04-2016,location_33,983
25-04-2016,location_34,2636
25-04-2016,location_35,586
25-04-2016,location_36,968
25-04-2016,location_37,1586
25-04-2016,location_38,1778
25-04-2016,location_39,1339
25-04-2016,location_40,1283
25-04-2016,location_41,876
25-04-2016,location_43,1579
25-04-2016,location_44,4084
25-04-2016,location_45,3506
25-04-2016,location_46,3146
25-04-2016,location_47,3600
25-04-2016,location_48,2597
25-04-2016,location_49,2416
25-04-2016,location_50,2585
25-04-2016,location_51,1816
25-04-2016,location_54,725
26-04-2016,location_1,1234
26-04-2016,location_2,2097
26-04-2016,location_3,3429
26-04-2016,location_4,1549
26-04-2016,location_5,1511
26-04-2016,location_6,2084
26-04-2016,location_7,1761
26-04-2016,location_8,3005
26-04-2016,location_9,2204
26-04-2016,location_10,1162
26-04-2016,location_11,2387
26-04-2016,location_12,1167
26-04-2016,location_13,1132
26-04-2016,location_14,1941
26-04-2016,location_15,1260
26-04-2016,location_16,964
26-04-2016,location_17,1364
26-04-2016,location_18,1315
26-04-2016,location_19,1793
26-04-2016,location_23,1215
26-04-2016,location_25,1377
26-04-2016,location_26,769
26-04-2016,location_27,1672
26-04-2016,location_28,1225
26-04-2016,location_30,769
26-04-2016,location_31,1605
26-04-2016,location_32,679
26-04-2016,location_33,1233
26-04-2016,location_34,2761
26-04-2016,location_35,648
26-04-2016,location_36,1065
26-04-2016,location_37,1500
26-04-2016,location_38,2382
26-04-2016,location_39,1750
26-04-2016,location_40,1306
26-04-2016,location_41,1141
26-04-2016,location_43,1241
26-04-2016,location_44,5148
26-04-2016,location_45,4419
26-04-2016,location_46,4550
26-04-2016,location_47,4726
26-04-2016,location_48,3818
26-04-2016,location_49,2883
26-04-2016,location_50,3398
26-04-2016,location_51,1957
26-04-2016,location_54,980
27-04-2016,location_1,505
27-04-2016,location_2,2022
27-04-2016,location_3,3492
27-04-2016,location_4,1820
27-04-2016,location_5,1224
27-04-2016,location_6,2189
27-04-2016,location_7,1499
27-04-2016,location_8,2970
27-04-2016,location_9,2391
27-04-2016,location_10,1081
27-04-2016,location_11,2708
27-04-2016,location_12,1154
27-04-2016,location_13,973
27-04-2016,location_14,1210
27-04-2016,location_15,953
27-04-2016,location_16,990
27-04-2016,location_17,1435
27-04-2016,location_18,1361
27-04-2016,location_19,1233
27-04-2016,location_23,1138
27-04-2016,location_25,771
27-04-2016,location_26,709
27-04-2016,location_27,1711
27-04-2016,location_28,1402
27-04-2016,location_30,593
27-04-2016,location_31,1461
27-04-2016,location_32,600
27-04-2016,location_33,1078
27-04-2016,location_34,2481
27-04-2016,location_35,634
27-04-2016,location_36,1000
27-04-2016,location_37,1307
27-04-2016,location_38,2519
27-04-2016,location_39,1768
27-04-2016,location_40,1082
27-04-2016,location_41,1163
27-04-2016,location_43,1237
27-04-2016,location_44,5293
27-04-2016,location_45,4849
27-04-2016,location_46,5167
27-04-2016,location_47,5174
27-04-2016,location_48,4787
27-04-2016,location_49,3187
27-04-2016,location_50,3278
27-04-2016,location_51,1902
27-04-2016,location_54,1082
28-04-2016,location_1,1782
28-04-2016,location_2,1919
28-04-2016,location_3,2996
28-04-2016,location_4,1413
28-04-2016,location_5,1314
28-04-2016,location_6,1654
28-04-2016,location_7,1787
28-04-2016,location_8,2762
28-04-2016,location_9,2047
28-04-2016,location_10,1072
28-04-2016,location_11,2179
28-04-2016,location_12,1134
28-04-2016,location_13,825
28-04-2016,location_14,1506
28-04-2016,location_15,1324
28-04-2016,location_16,833
28-04-2016,location_17,1171
28-04-2016,location_18,1459
28-04-2016,location_19,1214
28-04-2016,location_23,1043
28-04-2016,location_25,678
28-04-2016,location_26,536
28-04-2016,location_27,1240
28-04-2016,location_28,1009
28-04-2016,location_30,653
28-04-2016,location_31,1230
28-04-2016,location_32,562
28-04-2016,location_33,1093
28-04-2016,location_34,2361
28-04-2016,location_35,587
28-04-2016,location_36,918
28-04-2016,location_37,1452
28-04-2016,location_38,1563
28-04-2016,location_39,1359
28-04-2016,location_40,1458
28-04-2016,location_41,855
28-04-2016,location_43,1248
28-04-2016,location_44,3903
28-04-2016,location_45,3307
28-04-2016,location_46,3100
28-04-2016,location_47,3515
28-04-2016,location_48,2695
28-04-2016,location_49,2112
28-04-2016,location_50,2196
28-04-2016,location_51,1662
28-04-2016,location_54,756
29-04-2016,location_1,1756
29-04-2016,location_2,1855
29-04-2016,location_3,2818
29-04-2016,location_4,1361
29-04-2016,location_5,1278
29-04-2016,location_6,1539
29-04-2016,location_7,1835
29-04-2016,location_8,2525
29-04-2016,location_9,1897
29-04-2016,location_10,1049
29-04-2016,location_11,2168
29-04-2016,location_12,1163
29-04-2016,location_13,896
29-04-2016,location_14,1441
29-04-2016,location_15,1416
29-04-2016,location_16,890
29-04-2016,location_17,1265
29-04-2016,location_18,1410
29-04-2016,location_19,1138
29-04-2016,location_23,1025
29-04-2016,location_25,610
29-04-2016,location_26,535
29-04-2016,location_27,1208
29-04-2016,location_28,1025
29-04-2016,location_30,739
29-04-2016,location_31,1246
29-04-2016,location_32,586
29-04-2016,location_33,1111
29-04-2016,location_34,2336
29-04-2016,location_35,586
29-04-2016,location_36,1037
29-04-2016,location_37,1460
29-04-2016,location_38,1400
29-04-2016,location_39,1423
29-04-2016,location_40,1263
29-04-2016,location_41,863
29-04-2016,location_43,1109
29-04-2016,location_44,3607
29-04-2016,location_45,3121
29-04-2016,location_46,2806
29-04-2016,location_47,3278
29-04-2016,location_48,2427
29-04-2016,location_49,1999
29-04-2016,location_50,2160
29-04-2016,location_51,1522
29-04-2016,location_54,833
30-04-2016,location_1,1990
30-04-2016,location_2,1932
30-04-2016,location_3,3050
30-04-2016,location_4,1487
30-04-2016,location_5,1467
30-04-2016,location_6,1702
30-04-2016,location_7,2015
30-04-2016,location_8,2932
30-04-2016,location_9,1790
30-04-2016,location_10,933
30-04-2016,location_11,2061
30-04-2016,location_12,1083
30-04-2016,location_13,827
30-04-2016,location_14,1368
30-04-2016,location_15,1171
30-04-2016,location_16,836
30-04-2016,location_17,1089
30-04-2016,location_18,1347
30-04-2016,location_19,1092
30-04-2016,location_23,1062
30-04-2016,location_25,814
30-04-2016,location_26,676
30-04-2016,location_27,1330
30-04-2016,location_28,1019
30-04-2016,location_30,641
30-04-2016,location_31,1170
30-04-2016,location_32,575
30-04-2016,location_33,1071
30-04-2016,location_34,2364
30-04-2016,location_35,551
30-04-2016,location_36,920
30-04-2016,location_37,1578
30-04-2016,location_38,1732
30-04-2016,location_39,1250
30-04-2016,location_40,1212
30-04-2016,location_41,964
30-04-2016,location_43,1206
30-04-2016,location_44,4165
30-04-2016,location_45,3468
30-04-2016,location_46,3135
30-04-2016,location_47,3711
30-04-2016,location_48,2623
30-04-2016,location_49,2426
30-04-2016,location_50,2371
30-04-2016,location_51,1853
30-04-2016,location_54,764
01-05-2016,location_1,503
01-05-2016,location_2,1970
01-05-2016,location_3,3414
01-05-2016,location_4,1608
01-05-2016,location_5,1441
01-05-2016,location_6,2236
01-05-2016,location_7,1652
01-05-2016,location_8,2732
01-05-2016,location_9,2599
01-05-2016,location_10,884
01-05-2016,location_11,2698
01-05-2016,location_12,1150
01-05-2016,location_13,981
01-05-2016,location_14,1490
01-05-2016,location_15,1113
01-05-2016,location_16,898
01-05-2016,location_17,1373
01-05-2016,location_18,1407
01-05-2016,location_19,1082
01-05-2016,location_23,1037
01-05-2016,location_25,944
01-05-2016,location_26,738
01-05-2016,location_27,1629
01-05-2016,location_28,1357
01-05-2016,location_30,657
01-05-2016,location_31,1356
01-05-2016,location_32,613
01-05-2016,location_33,1074
01-05-2016,location_34,2286
01-05-2016,location_35,663
01-05-2016,location_36,1138
01-05-2016,location_37,1465
01-05-2016,location_38,2358
01-05-2016,location_39,1521
01-05-2016,location_40,1059
01-05-2016,location_41,1110
01-05-2016,location_43,1327
01-05-2016,location_44,5143
01-05-2016,location_45,4521
01-05-2016,location_46,5096
01-05-2016,location_47,5083
01-05-2016,location_48,4496
01-05-2016,location_49,3068
01-05-2016,location_50,3381
01-05-2016,location_51,2136
01-05-2016,location_54,753
02-05-2016,location_1,1805
02-05-2016,location_2,1891
02-05-2016,location_3,3219
02-05-2016,location_4,1416
02-05-2016,location_5,1525
02-05-2016,location_6,1803
02-05-2016,location_7,1984
02-05-2016,location_8,2901
02-05-2016,location_9,2025
02-05-2016,location_10,1010
02-05-2016,location_11,2509
02-05-2016,location_12,1073
02-05-2016,location_13,897
02-05-2016,location_14,1404
02-05-2016,location_15,1330
02-05-2016,location_16,861
02-05-2016,location_17,1118
02-05-2016,location_18,1329
02-05-2016,location_19,1231
02-05-2016,location_23,1170
02-05-2016,location_25,1091
02-05-2016,location_26,761
02-05-2016,location_27,1329
02-05-2016,location_28,977
02-05-2016,location_30,649
02-05-2016,location_31,1279
02-05-2016,location_32,541
02-05-2016,location_33,1045
02-05-2016,location_34,2809
02-05-2016,location_35,663
02-05-2016,location_36,1071
02-05-2016,location_37,1474
02-05-2016,location_38,1802
02-05-2016,location_39,1357
02-05-2016,location_40,1326
02-05-2016,location_41,966
02-05-2016,location_43,1825
02-05-2016,location_44,4403
02-05-2016,location_45,3910
02-05-2016,location_46,3624
02-05-2016,location_47,4070
02-05-2016,location_48,3091
02-05-2016,location_49,2593
02-05-2016,location_50,2668
02-05-2016,location_51,1791
02-05-2016,location_54,821
03-05-2016,location_1,1326
03-05-2016,location_2,2064
03-05-2016,location_3,3922
03-05-2016,location_4,1803
03-05-2016,location_5,1709
03-05-2016,location_6,2324
03-05-2016,location_7,1863
03-05-2016,location_8,3052
03-05-2016,location_9,2781
03-05-2016,location_10,1348
03-05-2016,location_11,3176
03-05-2016,location_12,1291
03-05-2016,location_13,1394
03-05-2016,location_14,1986
03-05-2016,location_15,1472
03-05-2016,location_16,1086
03-05-2016,location_17,1548
03-05-2016,location_18,1365
03-05-2016,location_19,2233
03-05-2016,location_23,1178
03-05-2016,location_25,1372
03-05-2016,location_26,865
03-05-2016,location_27,1649
03-05-2016,location_28,1315
03-05-2016,location_30,705
03-05-2016,location_31,1605
03-05-2016,location_32,788
03-05-2016,location_33,1278
03-05-2016,location_34,2821
03-05-2016,location_35,773
03-05-2016,location_36,1297
03-05-2016,location_37,1804
03-05-2016,location_38,2553
03-05-2016,location_39,1907
03-05-2016,location_40,1426
03-05-2016,location_41,1195
03-05-2016,location_43,1449
03-05-2016,location_44,5422
03-05-2016,location_45,4633
03-05-2016,location_46,5133
03-05-2016,location_47,5144
03-05-2016,location_48,4413
03-05-2016,location_49,3029
03-05-2016,location_50,3687
03-05-2016,location_51,2055
03-05-2016,location_54,1013
04-05-2016,location_1,473
04-05-2016,location_2,1962
04-05-2016,location_3,3748
04-05-2016,location_4,1865
04-05-2016,location_5,1516
04-05-2016,location_6,2283
04-05-2016,location_7,1514
04-05-2016,location_8,2747
04-05-2016,location_9,2723
04-05-2016,location_10,1183
04-05-2016,location_11,3264
04-05-2016,location_12,1286
04-05-2016,location_13,1040
04-05-2016,location_14,1173
04-05-2016,location_15,1145
04-05-2016,location_16,1160
04-05-2016,location_17,1498
04-05-2016,location_18,1387
04-05-2016,location_19,1383
04-05-2016,location_23,1103
04-05-2016,location_25,754
04-05-2016,location_26,890
04-05-2016,location_27,1799
04-05-2016,location_28,1561
04-05-2016,location_30,664
04-05-2016,location_31,1700
04-05-2016,location_32,640
04-05-2016,location_33,1283
04-05-2016,location_34,2651
04-05-2016,location_35,686
04-05-2016,location_36,1154
04-05-2016,location_37,1470
04-05-2016,location_38,2647
04-05-2016,location_39,1757
04-05-2016,location_40,1326
04-05-2016,location_41,1397
04-05-2016,location_43,1404
04-05-2016,location_44,5324
04-05-2016,location_45,4656
04-05-2016,location_46,5299
04-05-2016,location_47,5151
04-05-2016,location_48,4675
04-05-2016,location_49,3017
04-05-2016,location_50,3328
04-05-2016,location_51,2179
04-05-2016,location_54,1292
05-05-2016,location_1,1460
05-05-2016,location_2,1885
05-05-2016,location_3,2981
05-05-2016,location_4,1354
05-05-2016,location_5,1586
05-05-2016,location_6,1730
05-05-2016,location_7,1843
05-05-2016,location_8,2732
05-05-2016,location_9,2293
05-05-2016,location_10,1138
05-05-2016,location_11,2553
05-05-2016,location_12,1252
05-05-2016,location_13,911
05-05-2016,location_14,1640
05-05-2016,location_15,1526
05-05-2016,location_16,947
05-05-2016,location_17,1299
05-05-2016,location_18,1481
05-05-2016,location_19,1263
05-05-2016,location_23,999
05-05-2016,location_25,617
05-05-2016,location_26,688
05-05-2016,location_27,1205
05-05-2016,location_28,1033
05-05-2016,location_30,693
05-05-2016,location_31,1340
05-05-2016,location_32,631
05-05-2016,location_33,1233
05-05-2016,location_34,2484
05-05-2016,location_35,627
05-05-2016,location_36,1065
05-05-2016,location_37,1606
05-05-2016,location_38,1617
05-05-2016,location_39,1382
05-05-2016,location_40,1525
05-05-2016,location_41,920
05-05-2016,location_43,1371
05-05-2016,location_44,3882
05-05-2016,location_45,3494
05-05-2016,location_46,3361
05-05-2016,location_47,3836
05-05-2016,location_48,3020
05-05-2016,location_49,2314
05-05-2016,location_50,2256
05-05-2016,location_51,1747
05-05-2016,location_54,869
06-05-2016,location_1,1849
06-05-2016,location_2,1887
06-05-2016,location_3,2989
06-05-2016,location_4,1360
06-05-2016,location_5,1553
06-05-2016,location_6,1621
06-05-2016,location_7,1739
06-05-2016,location_8,2706
06-05-2016,location_9,2105
06-05-2016,location_10,1166
06-05-2016,location_11,2587
06-05-2016,location_12,1095
06-05-2016,location_13,866
06-05-2016,location_14,1520
06-05-2016,location_15,1277
06-05-2016,location_16,952
06-05-2016,location_17,1145
06-05-2016,location_18,1445
06-05-2016,location_19,1120
06-05-2016,location_23,998
06-05-2016,location_25,625
06-05-2016,location_26,584
06-05-2016,location_27,1209
06-05-2016,location_28,1063
06-05-2016,location_30,764
06-05-2016,location_31,1314
06-05-2016,location_32,600
06-05-2016,location_33,1206
06-05-2016,location_34,2392
06-05-2016,location_35,599
06-05-2016,location_36,1157
06-05-2016,location_37,1557
06-05-2016,location_38,1607
06-05-2016,location_39,1401
06-05-2016,location_40,1470
06-05-2016,location_41,994
06-05-2016,location_43,1294
06-05-2016,location_44,3683
06-05-2016,location_45,3199
06-05-2016,location_46,3120
06-05-2016,location_47,3721
06-05-2016,location_48,2702
06-05-2016,location_49,2262
06-05-2016,location_50,2197
06-05-2016,location_51,1674
06-05-2016,location_54,819
07-05-2016,location_1,1912
07-05-2016,location_2,2036
07-05-2016,location_3,3362
07-05-2016,location_4,1536
07-05-2016,location_5,1460
07-05-2016,location_6,1802
07-05-2016,location_7,2022
07-05-2016,location_8,2981
07-05-2016,location_9,2108
07-05-2016,location_10,975
07-05-2016,location_11,2579
07-05-2016,location_12,1191
07-05-2016,location_13,887
07-05-2016,location_14,1424
07-05-2016,location_15,1428
07-05-2016,location_16,901
07-05-2016,location_17,1131
07-05-2016,location_18,1366
07-05-2016,location_19,1119
07-05-2016,location_23,1181
07-05-2016,location_25,733
07-05-2016,location_26,456
07-05-2016,location_27,1146
